Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utmEasting,utmNorthing,zone,letter,quality
1697060595.7664244,240,78167,0,GPS1_Frame,42.33841530833333,-71.086114195,21.959,328147.8198507927,4689458.783087323,19,T,5
1697060598.0573056,241,78168,0,GPS1_Frame,42.33841827166667,-71.08611029666666,21.923,328148.14907804574,4689459.104264019,19,T,5
1697060600.3481894,242,78169,0,GPS1_Frame,42.338420508333336,-71.08610591166666,21.909,328148.51641851175,4689459.343766336,19,T,5
1697060602.6389143,243,78170,0,GPS1_Frame,42.33842391666666,-71.08610298833334,21.867,328148.76653502777,4689459.716327478,19,T,5
1697060604.7537956,244,78171,0,GPS1_Frame,42.33842567666667,-71.08609907166667,21.834,328149.093994435,4689459.903846165,19,T,5
1697060607.0446584,245,78172,0,GPS1_Frame,42.338428621666665,-71.08609654,21.833,328149.31058221124,4689460.225749278,19,T,5
1697060609.159275,246,78173,0,GPS1_Frame,42.33843064,-71.08609262666667,21.813,328149.6384707211,4689460.441960674,19,T,5
1697060611.4502192,247,78174,0,GPS1_Frame,42.33843386666667,-71.08608952,21.775,328149.90319570433,4689460.793978626,19,T,5
1697060613.564912,248,78175,0,GPS1_Frame,42.338436540000004,-71.08608569833333,21.751,328150.2253167712,4689461.083108072,19,T,5
1697060615.8549526,249,78176,0,GPS1_Frame,42.338439808333334,-71.08608487,21.748,328150.3024604359,4689461.444357469,19,T,5
1697060618.1458755,250,78177,0,GPS1_Frame,42.338442275,-71.08608136333334,21.699,328150.59806797776,4689461.711174808,19,T,5
1697060620.4340153,251,78178,0,GPS1_Frame,42.338446131666664,-71.086077515,21.676,328150.92560943426,4689462.131650542,19,T,5
1697060622.5467129,252,78179,0,GPS1_Frame,42.33845015166666,-71.08607350333334,21.662,328151.2670515992,4689462.569933104,19,T,5
1697060624.6589918,253,78180,0,GPS1_Frame,42.338453298333334,-71.08606840166667,21.708,328151.69591152825,4689462.909035726,19,T,5
1697060626.9471188,254,78181,0,GPS1_Frame,42.338457041666665,-71.08606382166667,21.707,328152.08342063206,4689463.315447972,19,T,5
1697060629.0596664,255,78182,0,GPS1_Frame,42.33846001333333,-71.086059295,21.697,328152.46443383634,4689463.636280322,19,T,5
1697060631.171582,256,78183,0,GPS1_Frame,42.33846258333333,-71.08605461666667,21.716,328152.8568474808,4689463.912204147,19,T,5
1697060633.2862895,257,78184,0,GPS1_Frame,42.338465516666666,-71.08605075833333,21.684,328153.18269725214,4689464.230130637,19,T,5
1697060635.4007206,258,78185,0,GPS1_Frame,42.338468205,-71.08604552,21.551,328153.6215673636,4689464.518062739,19,T,5
1697060637.6901803,259,78186,0,GPS1_Frame,42.338472808333336,-71.08603932833333,21.6,328154.1441920521,4689465.016714319,19,T,5
1697060639.980559,260,78187,0,GPS1_Frame,42.338476848333336,-71.086034905,21.719,328154.51960247126,4689465.456385895,19,T,5
