Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,UTC_Time,Latitude,UTM_northing,Longtitude,UTM_easting,Altitude,Zone,Letter
1695687967.7933426,22,1568,0,GPS_frame,,42.27303333333332,4682085.716631455,-71.02945500000001,332642.37704050244,18.0,19,T
1695687968.7973633,23,1569,0,GPS_frame,,42.27303333333332,4682085.716631455,-71.02945500000001,332642.37704050244,18.1,19,T
1695687969.7936769,24,1570,0,GPS_frame,,42.27303333333332,4682085.716631455,-71.02945500000001,332642.37704050244,18.3,19,T
1695687970.7951157,25,1571,0,GPS_frame,,42.27303333333332,4682085.713355256,-71.02945333333334,332642.514486593,18.4,19,T
1695687971.794656,26,1572,0,GPS_frame,,42.27303333333332,4682085.713355256,-71.02945333333334,332642.514486593,18.5,19,T
1695687972.7947605,27,1573,0,GPS_frame,,42.273035,4682085.898423418,-71.02945333333334,332642.51889792085,18.6,19,T
1695687973.7944214,28,1574,0,GPS_frame,,42.273035,4682085.898423418,-71.02945333333334,332642.51889792085,18.6,19,T
1695687974.7942185,29,1575,0,GPS_frame,,42.273035,4682085.898423418,-71.02945333333334,332642.51889792085,18.7,19,T
1695687975.7949588,30,1576,0,GPS_frame,,42.273035,4682085.895147223,-71.02945166666667,332642.6563440078,18.8,19,T
1695687976.7951908,31,1577,0,GPS_frame,,42.273035,4682085.895147223,-71.02945166666667,332642.6563440078,18.9,19,T
1695687977.79339,32,1578,0,GPS_frame,,42.273035,4682085.895147223,-71.02945166666667,332642.6563440078,18.9,19,T
1695687978.815467,33,1579,0,GPS_frame,,42.273035,4682085.895147223,-71.02945166666667,332642.6563440078,19.0,19,T
1695687979.7940094,34,1580,0,GPS_frame,,42.27303833333334,4682086.268559745,-71.02945333333334,332642.52772057697,17.4,19,T
1695687980.7935605,35,1581,0,GPS_frame,,42.27304000000001,4682086.453627907,-71.02945333333334,332642.5321319052,17.4,19,T
1695687981.7941844,36,1582,0,GPS_frame,,42.27304000000001,4682086.453627907,-71.02945333333334,332642.5321319052,17.5,19,T
1695687982.7951517,37,1583,0,GPS_frame,,42.27304000000001,4682086.453627907,-71.02945333333334,332642.5321319052,17.6,19,T
1695687983.7959993,38,1584,0,GPS_frame,,42.27304000000001,4682086.450351711,-71.02945166666667,332642.6695779813,17.6,19,T
1695687984.8068738,39,1585,0,GPS_frame,,42.27304000000001,4682086.450351711,-71.02945166666667,332642.6695779813,17.7,19,T
1695687985.7941356,40,1586,0,GPS_frame,,42.27304000000001,4682086.450351711,-71.02945166666667,332642.6695779813,17.8,19,T
1695687986.7939727,41,1587,0,GPS_frame,,42.27304000000001,4682086.450351711,-71.02945166666667,332642.6695779813,17.9,19,T
1695687987.7974474,42,1588,0,GPS_frame,,42.27304000000001,4682086.450351711,-71.02945166666667,332642.6695779813,17.9,19,T
1695687988.7933588,43,1589,0,GPS_frame,,42.27304000000001,4682086.450351711,-71.02945166666667,332642.6695779813,18.0,19,T
1695687989.7935038,44,1590,0,GPS_frame,,42.27304000000001,4682086.447075519,-71.02945,332642.8070240574,18.1,19,T
1695687990.831879,45,1591,0,GPS_frame,,42.273041666666664,4682086.632143679,-71.02945,332642.8114353785,18.3,19,T
1695687991.813039,46,1592,0,GPS_frame,,42.273041666666664,4682086.632143679,-71.02945,332642.8114353785,18.4,19,T
1695687992.81322,47,1593,0,GPS_frame,,42.273041666666664,4682086.632143679,-71.02945,332642.8114353785,18.5,19,T
1695687993.7951307,48,1594,0,GPS_frame,,42.273041666666664,4682086.628867489,-71.02944833333332,332642.9488814509,18.7,19,T
1695687994.8145957,49,1595,0,GPS_frame,,42.273041666666664,4682086.628867489,-71.02944833333332,332642.9488814509,18.8,19,T
1695687995.7991898,50,1596,0,GPS_frame,,42.273041666666664,4682086.628867489,-71.02944833333332,332642.9488814509,18.9,19,T
1695687996.7949195,51,1597,0,GPS_frame,,42.273041666666664,4682086.628867489,-71.02944833333332,332642.9488814509,19.0,19,T
1695687997.7934682,52,1598,0,GPS_frame,,42.273043333333334,4682086.8106594635,-71.02944666666667,332643.0907388331,19.1,19,T
1695687998.7941945,53,1599,0,GPS_frame,,42.273043333333334,4682086.8106594635,-71.02944666666667,332643.0907388331,19.3,19,T
1695687999.7931154,54,1600,0,GPS_frame,,42.273043333333334,4682086.8106594635,-71.02944666666667,332643.0907388331,19.4,19,T
1695688000.7965424,55,1601,0,GPS_frame,,42.273043333333334,4682086.8106594635,-71.02944666666667,332643.0907388331,19.5,19,T
1695688001.7939746,56,1602,0,GPS_frame,,42.273043333333334,4682086.807383279,-71.029445,332643.2281849019,19.6,19,T
1695688002.7955728,57,1603,0,GPS_frame,,42.273043333333334,4682086.807383279,-71.029445,332643.2281849019,19.7,19,T
1695688003.7934532,58,1604,0,GPS_frame,,42.273043333333334,4682086.807383279,-71.029445,332643.2281849019,19.8,19,T
1695688004.794295,59,1605,0,GPS_frame,,42.273043333333334,4682086.807383279,-71.029445,332643.2281849019,19.9,19,T
1695688005.7947125,60,1606,0,GPS_frame,,42.273045,4682086.9924514415,-71.029445,332643.2325962125,20.0,19,T
1695688006.7944913,61,1607,0,GPS_frame,,42.273045,4682086.98917526,-71.02944333333333,332643.3700422755,20.1,19,T
1695688007.7944973,62,1608,0,GPS_frame,,42.273045,4682086.98917526,-71.02944333333333,332643.3700422755,20.2,19,T
1695688008.794643,63,1609,0,GPS_frame,,42.273045,4682086.98917526,-71.02944333333333,332643.3700422755,20.3,19,T
1695688009.7937913,64,1610,0,GPS_frame,,42.273045,4682086.98917526,-71.02944333333333,332643.3700422755,20.4,19,T
1695688010.7967465,65,1611,0,GPS_frame,,42.273045,4682086.98917526,-71.02944333333333,332643.3700422755,20.5,19,T
1695688011.79524,66,1612,0,GPS_frame,,42.273045,4682086.98917526,-71.02944333333333,332643.3700422755,20.6,19,T
1695688012.7939231,67,1613,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,20.6,19,T
1695688013.7940893,68,1614,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,20.7,19,T
1695688014.7955048,69,1615,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,20.7,19,T
1695688015.7949984,70,1616,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,20.8,19,T
1695688016.7944856,71,1617,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,20.9,19,T
1695688017.7946093,72,1618,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,21.0,19,T
1695688018.7956417,73,1619,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,21.0,19,T
1695688019.7959743,74,1620,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,21.1,19,T
1695688020.799025,75,1621,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,21.1,19,T
1695688021.7949557,76,1622,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,21.2,19,T
1695688022.7963564,77,1623,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,21.2,19,T
1695688023.7957962,78,1624,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,21.3,19,T
1695688024.7943802,79,1625,0,GPS_frame,,42.273045,4682086.98589908,-71.02944166666666,332643.5074883406,21.3,19,T
1695688025.7974901,80,1626,0,GPS_frame,,42.273045,4682086.982622903,-71.02944000000001,332643.6449344036,21.4,19,T
1695688026.7956667,81,1627,0,GPS_frame,,42.27304833333333,4682087.362587767,-71.029445,332643.241418834,21.4,19,T
1695688027.7953653,82,1628,0,GPS_frame,,42.273045,4682087.018660997,-71.02945833333334,332642.1330276994,20.0,19,T
1695688028.7956455,83,1629,0,GPS_frame,,42.273045,4682087.018660997,-71.02945833333334,332642.1330276994,20.0,19,T
1695688029.7963076,84,1630,0,GPS_frame,,42.273045,4682087.018660997,-71.02945833333334,332642.1330276994,20.0,19,T
1695688030.7948277,85,1631,0,GPS_frame,,42.273045,4682087.018660997,-71.02945833333334,332642.1330276994,20.0,19,T
1695688031.7859848,86,1632,0,GPS_frame,,42.273045,4682087.018660997,-71.02945833333334,332642.1330276994,19.9,19,T
1695688032.787184,87,1633,0,GPS_frame,,42.273045,4682087.018660997,-71.02945833333334,332642.1330276994,19.9,19,T
